,Time,League,Player_1,Player_2,Bet,Price,Winner,Scoreline,Returns,Unit_Stake
3567297,2021-05-27 22:00:00,Liga Pro,Zhargal Tsybikov,Denis Sayanov,Denis Sayanov,4.0,Zhargal Tsybikov,3-0,0.0,1
3567328,2021-05-27 19:45:00,Setka Cup,Denys Kozlov,Viktor Bereza,Denys Kozlov,4.333,Viktor Bereza,0-3,0.0,1
3568154,2021-05-27 17:00:00,Liga Pro,Igor Zemit,Vladimir Staroverov,Vladimir Staroverov,6.5,Igor Zemit,3-1,0.0,1
3568159,2021-05-27 17:30:00,Liga Pro,Georgy Bardyshev,Igor Zemit,Igor Zemit,5.0,Georgy Bardyshev,3-1,0.0,1
3568355,2021-05-27 13:20:00,TT Cup Ukraine,Serhiy Tkachuk,Aleksandr Tulenin,Aleksandr Tulenin,3.75,Serhiy Tkachuk,3-2,0.0,1
3568356,2021-05-27 13:55:00,TT Cup Ukraine,Iurii Prokhoruk,Oleg Shevchuk,Oleg Shevchuk,6.5,Iurii Prokhoruk,3-0,0.0,1
3568389,2021-05-27 13:20:00,Setka Cup,Volodymyr Kuzmych,Volodymyr Korobko,Volodymyr Korobko,3.75,Volodymyr Korobko,1-3,3.75,1
3568418,2021-05-27 16:50:00,Setka Cup,Volodymyr Kuzmych,Volodymyr Okopnyi,Volodymyr Okopnyi,4.5,Volodymyr Kuzmych,3-0,0.0,1
3568443,2021-05-28 00:15:00,TT Cup Ukraine,Alexander Michalus,Maxim Naumchuk,Maxim Naumchuk,3.75,Alexander Michalus,3-1,0.0,1
3568570,2021-05-27 20:30:00,Setka Cup,Jakub Merta,Martin Stusek,Jakub Merta,4.333,Martin Stusek,0-3,0.0,1
3568573,2021-05-27 15:30:00,Setka Cup,Frantisek Korenek,Filip Vesely,Filip Vesely,3.75,Filip Vesely,1-3,3.75,1
3568636,2021-05-28 01:05:00,Setka Cup,Evgeny Ivanov,Oleksandr Melashenko,Oleksandr Melashenko,3.4,Evgeny Ivanov,3-0,0.0,1
3569297,2021-05-28 05:05:00,Setka Cup Women,Kateryna Hubska,Anastasiia Dudnyk,Kateryna Hubska,6.5,Anastasiia Dudnyk,0-3,0.0,1
3569386,2021-05-28 16:30:00,Setka Cup,Oleg Kolivay,Kostiantyn Seliuk,Kostiantyn Seliuk,3.75,Oleg Kolivay,3-0,0.0,1
3569405,2021-05-28 18:50:00,Setka Cup Women,Nataliia Svydnytska,Romana Faflei,Romana Faflei,7.0,Nataliia Svydnytska,3-0,0.0,1
3569456,2021-05-28 13:15:00,Setka Cup Women,Liliia Nerush,Anastasia Degteva,Anastasia Degteva,3.75,Liliia Nerush,3-0,0.0,1
3569707,2021-05-28 16:30:00,Czech Liga Pro,Pavel Gireth,Martin Huk,Martin Huk,4.5,Pavel Gireth,3-0,0.0,1
3569742,2021-05-28 18:40:00,Setka Cup,Stefan Yakimenko,Konstiantyn Tsoi,Konstiantyn Tsoi,4.5,Konstiantyn Tsoi,0-3,4.5,1
3569971,2021-05-28 06:50:00,TT Cup Ukraine Women,Iryna Yarushkina,Natalia Teliuk,Natalia Teliuk,5.5,Natalia Teliuk,1-3,5.5,1
3569982,2021-05-28 07:05:00,TT Cup Ukraine,Oleksandr Naida,Dmitriy Derevinskiy,Dmitriy Derevinskiy,4.5,Oleksandr Naida,3-2,0.0,1
3570495,2021-05-28 22:15:00,Liga Pro,Valery Ivanov,Evgeny Kalashnikov,Evgeny Kalashnikov,3.75,Evgeny Kalashnikov,2-3,3.75,1
3570586,2021-05-28 09:15:00,Liga Pro,Igor Mihaylov,Vladimir Belyakov,Igor Mihaylov,6.5,Vladimir Belyakov,1-3,0.0,1
3570587,2021-05-28 09:45:00,Liga Pro,Oleg Kutuzov,Igor Mihaylov,Igor Mihaylov,4.5,Oleg Kutuzov,3-1,0.0,1
3570630,2021-05-28 09:50:00,Setka Cup,Ivan Efimenko,Maksym Mrykh,Maksym Mrykh,3.0,Ivan Efimenko,3-2,0.0,1
3571635,2021-05-28 10:05:00,Setka Cup Women,Anastasiia Dudnyk,Kateryna Hubska,Kateryna Hubska,6.5,Anastasiia Dudnyk,3-1,0.0,1
3571671,2021-05-28 14:05:00,TT Cup Ukraine,Sergey Zemyantsev,Levko Kuzyo,Sergey Zemyantsev,4.5,Sergey Zemyantsev,3-2,4.5,1
3572081,2021-05-29 00:00:00,Liga Pro,Aleksandr Fedosov,Andrey Pravednov,Andrey Pravednov,4.333,Aleksandr Fedosov,3-2,0.0,1
3572183,2021-05-29 01:35:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.75,Dmitriy Pereyaslovskyi,0-3,3.75,1
3572192,2021-05-28 23:55:00,Setka Cup,Dmytro Rehotun,Ruslan Solomko,Dmytro Rehotun,3.75,Ruslan Solomko,2-3,0.0,1
3572199,2021-05-29 03:55:00,Setka Cup,Ruslan Solomko,Oleksandr Liushnia,Oleksandr Liushnia,4.333,Oleksandr Liushnia,2-3,4.333,1
3572369,2021-05-29 06:30:00,Czech Liga Pro,Roland Balog,Lukas Boruvka,Roland Balog,3.0,Lukas Boruvka,1-3,0.0,1
3572393,2021-05-29 07:30:00,Czech Liga Pro,Lukas Boruvka,Petr Silhan,Lukas Boruvka,3.75,Petr Silhan,0-3,0.0,1
3572396,2021-05-29 11:00:00,Czech Liga Pro,Zdenek Bilek,Petr Bradach,Petr Bradach,4.0,Petr Bradach,0-3,4.0,1
3572679,2021-05-29 08:15:00,TT Cup Ukraine,Oleksandr Naida,Dmitriy Derevinskiy,Dmitriy Derevinskiy,4.333,Oleksandr Naida,3-2,0.0,1
3572751,2021-05-29 05:00:00,Liga Pro,Albert Bogomolov,Aleksandr Merezhko,Aleksandr Merezhko,3.75,Albert Bogomolov,3-2,0.0,1
3572767,2021-05-29 05:45:00,Liga Pro,Ivan Tolmachev,Anatoly Trushkin,Ivan Tolmachev,3.5,Anatoly Trushkin,0-3,0.0,1
3572815,2021-05-29 09:45:00,Liga Pro,Vladislav Fedorov,Demic Ying,Vladislav Fedorov,3.0,Demic Ying,2-3,0.0,1
3572822,2021-05-29 08:45:00,Liga Pro,Simon Korolev,Vladislav Fedorov,Vladislav Fedorov,3.75,Vladislav Fedorov,2-3,3.75,1
3572825,2021-05-29 05:55:00,Setka Cup,Andrii Peretiatko,Serhii Khandetskyi,Andrii Peretiatko,3.25,Serhii Khandetskyi,2-3,0.0,1
3572887,2021-05-29 17:10:00,Setka Cup Women,Dina Tishchenko,Viktoriia Anarmetova,Dina Tishchenko,4.333,Dina Tishchenko,3-1,4.333,1
3573146,2021-05-29 13:15:00,Setka Cup Women,Olha Kurpa,Marharyta Saltanovska,Olha Kurpa,4.5,Marharyta Saltanovska,0-3,0.0,1
3573147,2021-05-29 13:45:00,Setka Cup Women,Kateryna Somova,Kateryna Hubska,Kateryna Somova,5.0,Kateryna Hubska,1-3,0.0,1
3573154,2021-05-29 07:20:00,TT Cup Ukraine,Illya Semeniuk,Vadim Shvidkiy,Illya Semeniuk,3.25,Illya Semeniuk,3-1,3.25,1
3573158,2021-05-29 16:15:00,Setka Cup Women,Kateryna Somova,Marharyta Saltanovska,Kateryna Somova,4.5,Marharyta Saltanovska,1-3,0.0,1
3573186,2021-05-29 15:45:00,Setka Cup Women,Olena Petlenko,Kateryna Hubska,Olena Petlenko,3.75,Kateryna Hubska,0-3,0.0,1
3573187,2021-05-29 17:45:00,Setka Cup Women,Olha Kurpa,Kateryna Hubska,Olha Kurpa,6.5,Kateryna Hubska,2-3,0.0,1
3573188,2021-05-29 19:45:00,Setka Cup Women,Kateryna Hubska,Marharyta Saltanovska,Marharyta Saltanovska,5.0,Marharyta Saltanovska,2-3,5.0,1
3573283,2021-05-29 06:40:00,TT Cup Ukraine,Oleksandr Shchytka,Stanislav Harenko,Oleksandr Shchytka,3.25,Stanislav Harenko,1-3,0.0,1
3573304,2021-05-29 13:00:00,Setka Cup,Oleh Ponomarenko,Valerii Shepil,Valerii Shepil,3.5,Oleh Ponomarenko,3-2,0.0,1
3573828,2021-05-29 22:30:00,Liga Pro,Aleksandr Serebrennikov,Roman Pavlenko,Aleksandr Serebrennikov,3.0,Roman Pavlenko,0-3,0.0,1
3574013,2021-05-29 09:50:00,TT Cup Ukraine,Andrey Kotik,Serhii Berezynskyi,Serhii Berezynskyi,4.333,Andrey Kotik,3-0,0.0,1
3574284,2021-05-29 11:20:00,Setka Cup Women,Nataliia Svydnytska,Romana Faflei,Romana Faflei,7.0,Nataliia Svydnytska,3-0,0.0,1
3574285,2021-05-29 09:45:00,Setka Cup Women,Liliia Nerush,Anastasia Degteva,Anastasia Degteva,4.333,Anastasia Degteva,2-3,4.333,1
3574989,2021-05-29 18:00:00,Liga Pro,Vladimir Staroverov,Igor Zemit,Vladimir Staroverov,7.0,Igor Zemit,1-3,0.0,1
3575042,2021-05-29 13:20:00,TT Cup Ukraine,Serhiy Tkachuk,Dmytro Lohosha,Serhiy Tkachuk,3.75,Serhiy Tkachuk,3-2,3.75,1
3575046,2021-05-29 16:55:00,Setka Cup,Ruslan Solomko,Yurii Kurishchenko,Ruslan Solomko,3.75,Yurii Kurishchenko,1-3,0.0,1
3575049,2021-05-29 16:05:00,TT Cup Ukraine,Volodymir Maksuta,Anatolii Levshyn,Volodymir Maksuta,5.0,Anatolii Levshyn,1-3,0.0,1
3575051,2021-05-29 18:00:00,TT Cup Ukraine,Pavlo Chyzh,Serhiy Tkachuk,Serhiy Tkachuk,4.0,Serhiy Tkachuk,0-3,4.0,1
3575072,2021-05-29 12:40:00,TT Cup Ukraine,Yevhenii Omitsynskyi,Adam Krasutskyi,Yevhenii Omitsynskyi,4.333,Adam Krasutskyi,0-3,0.0,1
3575107,2021-05-29 15:50:00,TT Cup Ukraine,Sergey Zemyantsev,Levko Kuzyo,Sergey Zemyantsev,3.25,Levko Kuzyo,1-3,0.0,1
3575484,2021-05-29 22:25:00,Setka Cup,Serhii Bondarenko,Maksym Tytskyi,Serhii Bondarenko,3.25,Maksym Tytskyi,1-3,0.0,1
3575773,2021-05-30 00:00:00,TT Cup Ukraine,Pavlo Vasylchuk,Alexander Lysak,Alexander Lysak,4.0,Pavlo Vasylchuk,3-1,0.0,1
3575819,2021-05-30 05:15:00,Liga Pro,Anatoly Trushkin,Ivan Tolmachev,Ivan Tolmachev,3.75,Anatoly Trushkin,3-0,0.0,1
3575874,2021-05-29 20:45:00,Liga Pro,Sergey Martyukhin,Artem Tsitselskii,Sergey Martyukhin,3.75,Sergey Martyukhin,3-0,3.75,1
3575952,2021-05-30 06:30:00,Setka Cup,Stefan Yakimenko,Vitalii Mukhin,Stefan Yakimenko,4.333,Vitalii Mukhin,1-3,0.0,1
3576038,2021-05-30 16:35:00,Setka Cup,Evgeny Ivanov,Serhii Kuprykov,Serhii Kuprykov,4.5,Evgeny Ivanov,3-0,0.0,1
3576075,2021-05-30 16:00:00,Setka Cup Women,Svitlana Yureneva,Yana Mykhailyk,Yana Mykhailyk,5.5,Svitlana Yureneva,3-0,0.0,1
3576093,2021-05-30 18:50:00,Setka Cup,Serhii Smyrnov,Vladimir Chornobab,Vladimir Chornobab,3.0,Serhii Smyrnov,3-0,0.0,1
3576357,2021-05-30 08:35:00,TT Cup Ukraine Women,Viktoria Kurtenko,Tatiana Tatianina,Viktoria Kurtenko,3.0,Viktoria Kurtenko,3-1,3.0,1
3576375,2021-05-30 12:20:00,TT Cup Ukraine,Valentin Korovichenko,Mykola Lytvynenko,Mykola Lytvynenko,4.0,Mykola Lytvynenko,2-3,4.0,1
3576458,2021-05-30 15:30:00,Czech Liga Pro,Lukas Boruvka,Petr Silhan,Lukas Boruvka,4.333,Petr Silhan,2-3,0.0,1
3576479,2021-05-30 14:45:00,Liga Pro,Evgeny Kryuchkov,Eduard Golovachev,Evgeny Kryuchkov,3.4,Evgeny Kryuchkov,3-2,3.4,1
3576624,2021-05-30 11:45:00,Setka Cup Women,Olha Kurpa,Marharyta Saltanovska,Olha Kurpa,4.5,Marharyta Saltanovska,0-3,0.0,1
3576632,2021-05-30 10:45:00,Setka Cup Women,Kateryna Somova,Marharyta Saltanovska,Kateryna Somova,6.0,Kateryna Somova,3-1,6.0,1
3577578,2021-05-30 18:45:00,Liga Pro,Egor Markelov,Egor Mishutin,Egor Markelov,3.5,Egor Markelov,3-0,3.5,1
3577581,2021-05-31 01:15:00,Liga Pro,Igor Mihaylov,Oleg Kutuzov,Igor Mihaylov,6.5,Oleg Kutuzov,0-3,0.0,1
3577608,2021-05-30 23:15:00,Liga Pro,Roman Pavlenko,Vladimir Safonov,Roman Pavlenko,4.333,Vladimir Safonov,0-3,0.0,1
3577712,2021-05-30 20:30:00,Liga Pro,Sergey Martyukhin,Pavel Semeshin,Pavel Semeshin,3.0,Sergey Martyukhin,3-0,0.0,1
3578352,2021-05-31 00:45:00,Liga Pro,Evgeniy Ilyukhin,Vasily Shirshov,Vasily Shirshov,7.5,Evgeniy Ilyukhin,3-1,0.0,1
3578446,2021-05-30 14:55:00,TT Cup Ukraine,Volodymir Maksuta,Anatolii Levshyn,Volodymir Maksuta,5.0,Anatolii Levshyn,0-3,0.0,1
3578450,2021-05-30 16:40:00,TT Cup Ukraine,Andrii Baklykov,Anatolii Levshyn,Andrii Baklykov,3.75,Anatolii Levshyn,1-3,0.0,1
3578514,2021-05-30 17:55:00,TT Cup Ukraine,Adam Krasutskyi,Yevhenii Omitsynskyi,Yevhenii Omitsynskyi,5.0,Adam Krasutskyi,3-0,0.0,1
3578611,2021-05-30 16:35:00,TT Cup Ukraine,Serhii Kiilo,Mykola Zakladnyi,Mykola Zakladnyi,3.0,Serhii Kiilo,3-0,0.0,1
3578694,2021-05-31 01:55:00,Setka Cup,Yevhenii Sokoltsov,Mykola Polysynskyi,Yevhenii Sokoltsov,4.5,Mykola Polysynskyi,0-3,0.0,1
3578699,2021-05-31 02:55:00,Setka Cup,Rustam Halibmaiev,Pavlo Volkov,Pavlo Volkov,3.4,Pavlo Volkov,2-3,3.4,1
3578809,2021-05-31 04:45:00,Liga Pro,Anatoly Trushkin,Ivan Tolmachev,Ivan Tolmachev,3.75,Ivan Tolmachev,1-3,3.75,1
3578924,2021-05-30 13:30:00,Czech Liga Pro,Daniel Salomon,Radek Rose,Radek Rose,4.333,Daniel Salomon,3-1,0.0,1
3579205,2021-05-31 10:30:00,Czech Liga Pro,Zdenek Kasinski,Jiri Svec,Zdenek Kasinski,5.0,Zdenek Kasinski,3-2,5.0,1
3579286,2021-05-31 07:50:00,Setka Cup,Bohdan Pyrtyk,Mykhailo Hlaholev,Bohdan Pyrtyk,4.5,Mykhailo Hlaholev,0-3,0.0,1
3579384,2021-05-31 06:00:00,Setka Cup,Miloslav Kuba,Jachym Sebl,Jachym Sebl,3.75,Miloslav Kuba,3-0,0.0,1
3579404,2021-05-31 09:30:00,Setka Cup,Yaroslav Tebenko,Oleg Gil,Oleg Gil,5.5,Yaroslav Tebenko,3-1,0.0,1
3579407,2021-05-31 07:30:00,Setka Cup,Josef Ruzicka,Jachym Sebl,Jachym Sebl,4.0,Josef Ruzicka,3-0,0.0,1
3579408,2021-05-31 06:00:00,Setka Cup,Serhii Hot,Mykola Shyshkin,Mykola Shyshkin,4.333,Serhii Hot,3-1,0.0,1
3579411,2021-05-31 11:30:00,Setka Cup,Oleg Gil,Mykola Shyshkin,Mykola Shyshkin,3.75,Oleg Gil,3-1,0.0,1
3579413,2021-05-31 10:30:00,Setka Cup,Serhii Hot,Yaroslav Tebenko,Serhii Hot,3.5,Yaroslav Tebenko,1-3,0.0,1
3579415,2021-05-31 12:30:00,Setka Cup,Yaroslav Tebenko,Mykola Shyshkin,Mykola Shyshkin,3.25,Yaroslav Tebenko,3-1,0.0,1
3579640,2021-05-31 13:10:00,Setka Cup,Vladyslav Stukalov,Iulii Khomutovskyi,Iulii Khomutovskyi,5.0,Vladyslav Stukalov,3-1,0.0,1
3579653,2021-05-31 16:40:00,Setka Cup,Iulii Khomutovskyi,Viktor Antonenko,Iulii Khomutovskyi,4.0,Iulii Khomutovskyi,3-2,4.0,1
3579703,2021-05-31 14:50:00,Setka Cup,Valerii Hries,Volodymyr Melnykov,Valerii Hries,4.0,Volodymyr Melnykov,2-3,0.0,1
3579890,2021-05-31 06:30:00,Setka Cup Women,Svitlana Yureneva,Yana Mykhailyk,Yana Mykhailyk,5.5,Svitlana Yureneva,3-0,0.0,1
3580162,2021-05-31 21:00:00,Liga Pro,Zhargal Tsybikov,Denis Sayanov,Denis Sayanov,3.5,Denis Sayanov,2-3,3.5,1
3580357,2021-05-31 09:50:00,TT Cup Ukraine,Vladimir Malashevsky,Dmytro Lohosha,Vladimir Malashevsky,3.25,Dmytro Lohosha,1-3,0.0,1
3580358,2021-05-31 10:25:00,TT Cup Ukraine,Andrii Khvysiuk,Vladimir Malashevsky,Vladimir Malashevsky,3.75,Andrii Khvysiuk,3-1,0.0,1
3580373,2021-05-31 11:00:00,TT Cup Ukraine,Dmytro Lohosha,Serhiy Tkachuk,Serhiy Tkachuk,3.25,Serhiy Tkachuk,1-3,3.25,1
3580815,2021-05-31 10:15:00,TT Star Series,Krystof Prida,Patrik Klos,Krystof Prida,9.0,Patrik Klos,0-3,0.0,1
3580952,2021-05-31 18:30:00,Liga Pro,Igor Zemit,Sergey Kuzmin,Sergey Kuzmin,3.25,Igor Zemit,3-0,0.0,1
3581573,2021-05-31 20:30:00,Liga Pro,Viktor Kalachev,Aleksandr Fedosov,Viktor Kalachev,3.75,Aleksandr Fedosov,0-3,0.0,1
3581678,2021-05-31 13:40:00,TT Cup Ukraine,Ruslan Ivanov,Eduard Rubtsov,Eduard Rubtsov,4.5,Ruslan Ivanov,3-1,0.0,1
3581804,2021-05-31 22:15:00,TT Cup Ukraine,Illya Semeniuk,Sergii Lugovskyi,Illya Semeniuk,3.4,Sergii Lugovskyi,0-3,0.0,1
3581806,2021-05-31 23:15:00,TT Cup Ukraine,Illya Semeniuk,Serhii Berezynskyi,Illya Semeniuk,3.4,Serhii Berezynskyi,0-3,0.0,1
3581852,2021-05-31 20:35:00,TT Cup Ukraine,Samvel Melkumian,Ivan Fashchevskyi,Samvel Melkumian,3.25,Ivan Fashchevskyi,1-3,0.0,1
3581901,2021-05-31 17:05:00,TT Cup Ukraine,Serhii Kiilo,Mykola Zakladnyi,Mykola Zakladnyi,3.75,Serhii Kiilo,3-1,0.0,1
3582328,2021-06-01 14:20:00,Setka Cup,Volodymyr Okopnyi,Volodymyr Hera,Volodymyr Hera,6.5,Volodymyr Okopnyi,3-1,0.0,1
3582357,2021-06-01 18:50:00,Setka Cup,Yurii Kolos,Volodymyr Hera,Volodymyr Hera,3.4,Yurii Kolos,3-0,0.0,1
3582401,2021-06-01 15:30:00,Setka Cup Women,Yana Mykhailyk,Yevheniia Severina,Yevheniia Severina,5.0,Yana Mykhailyk,3-0,0.0,1
3582406,2021-06-01 13:30:00,Setka Cup Women,Anastasiia Kozak,Anastasiia Dudnyk,Anastasiia Dudnyk,4.0,Anastasiia Kozak,3-1,0.0,1
3582412,2021-06-01 17:00:00,Setka Cup Women,Anastasiia Kozak,Yana Mykhailyk,Anastasiia Kozak,5.0,Yana Mykhailyk,2-3,0.0,1
3582469,2021-06-01 16:15:00,Setka Cup,Volodymyr Kononikhin,Vitalii Vasko,Volodymyr Kononikhin,3.75,Vitalii Vasko,1-3,0.0,1
3582502,2021-06-01 17:20:00,Setka Cup,Vladimir Voronenko,Oleksandr Zaporozhets,Oleksandr Zaporozhets,3.5,Vladimir Voronenko,3-0,0.0,1
3582664,2021-06-01 19:30:00,Czech Liga Pro,Lukas Boruvka,Martin Parzhizek,Martin Parzhizek,4.333,Lukas Boruvka,3-0,0.0,1
3582677,2021-06-01 16:00:00,Czech Liga Pro,Josef Kutifel,Tomas Zahradnik,Tomas Zahradnik,4.333,Josef Kutifel,3-0,0.0,1
3583206,2021-06-01 14:30:00,Liga Pro,Sergey Muslikov,Andrey Zabrodin,Andrey Zabrodin,6.5,Sergey Muslikov,3-0,0.0,1
3585035,2021-06-01 13:50:00,TT Cup Ukraine,Oleksandr Leonenko,Andrey Troyan,Andrey Troyan,4.333,Oleksandr Leonenko,3-0,0.0,1
3585042,2021-06-01 13:45:00,TT Cup Ukraine,Sergey Zazimko,Bogdan Panchenko,Sergey Zazimko,3.75,Bogdan Panchenko,0-3,0.0,1
3585446,2021-06-01 20:45:00,Liga Pro,Anton Gerasimov,Igor Mihaylov,Anton Gerasimov,3.5,Igor Mihaylov,2-3,0.0,1
3585551,2021-06-01 21:05:00,TT Cup Ukraine,Ivan Fashchevskyi,Samvel Melkumian,Samvel Melkumian,3.25,Samvel Melkumian,2-3,3.25,1
3585557,2021-06-01 23:25:00,Setka Cup,Andrii Matiushenko,Dmytro Rehotun,Dmytro Rehotun,3.4,Andrii Matiushenko,3-1,0.0,1
3585590,2021-06-01 18:15:00,TT Cup Ukraine,Vitaliy Lyevshin,Bohdan Kohut,Bohdan Kohut,5.0,Vitaliy Lyevshin,3-0,0.0,1
3585874,2021-06-02 12:00:00,Czech Liga Pro,Zdenek Kasinski,Jiri Svec,Zdenek Kasinski,4.333,Zdenek Kasinski,3-1,4.333,1
3586049,2021-06-02 08:00:00,Setka Cup Women,Nataliia Svydnytska,Romana Faflei,Romana Faflei,9.0,Nataliia Svydnytska,3-0,0.0,1
3586154,2021-06-02 05:55:00,Setka Cup,Evgeniy Khurtak,Volodymyr Tymchenko,Evgeniy Khurtak,3.4,Volodymyr Tymchenko,2-3,0.0,1
3586273,2021-06-02 07:00:00,Setka Cup,Josef Ruzicka,Ondrej Konvalinka,Ondrej Konvalinka,3.4,Josef Ruzicka,3-2,0.0,1
3586308,2021-06-02 05:00:00,Liga Pro,Albert Bogomolov,Aleksandr Vorozheykin,Aleksandr Vorozheykin,5.0,Albert Bogomolov,3-0,0.0,1
3587025,2021-06-02 09:30:00,TT Cup Ukraine,Volodymyr Lushnikov,Oleksandr Shkurupii,Oleksandr Shkurupii,3.75,Volodymyr Lushnikov,3-2,0.0,1
3587145,2021-06-02 09:50:00,Setka Cup,Yurii Kolos,Volodymyr Hera,Volodymyr Hera,4.333,Yurii Kolos,3-0,0.0,1
3587148,2021-06-02 11:50:00,Setka Cup,Volodymyr Hera,Volodymyr Okopnyi,Volodymyr Hera,6.5,Volodymyr Okopnyi,0-3,0.0,1
3587202,2021-06-02 09:15:00,Setka Cup Women,Olha Yureneva,Anastasiia Kozak,Olha Yureneva,3.75,Olha Yureneva,3-2,3.75,1
3587214,2021-06-02 10:45:00,Setka Cup Women,Anastasiia Dudnyk,Anastasiia Kozak,Anastasiia Dudnyk,4.333,Anastasiia Kozak,0-3,0.0,1
3587934,2021-06-02 14:45:00,Liga Pro,Aleksandr Fedosov,Alexander Frolov,Alexander Frolov,3.75,Aleksandr Fedosov,3-0,0.0,1
3588308,2021-06-02 13:55:00,TT Cup Ukraine,Serhii Berezynskyi,Illya Semeniuk,Illya Semeniuk,3.25,Illya Semeniuk,2-3,3.25,1
3588312,2021-06-02 15:05:00,TT Cup Ukraine,Sergii Lugovskyi,Illya Semeniuk,Illya Semeniuk,4.333,Illya Semeniuk,1-3,4.333,1
3588400,2021-06-02 19:55:00,Setka Cup,Ruslan Solomko,Dmytro Rehotun,Dmytro Rehotun,3.25,Dmytro Rehotun,2-3,3.25,1
3588455,2021-06-02 13:35:00,TT Cup Ukraine,Vasiliy Shepel,Borys Buriak,Borys Buriak,4.333,Vasiliy Shepel,3-2,0.0,1
3588457,2021-06-02 14:10:00,TT Cup Ukraine,Oleksandr Shchytka,Borys Buriak,Borys Buriak,3.25,Oleksandr Shchytka,3-2,0.0,1
3588484,2021-06-02 15:00:00,Setka Cup,Vojtech Koutnik,Josef Ruzicka,Vojtech Koutnik,3.5,Josef Ruzicka,2-3,0.0,1
